TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,390476,390476,1,Parco naturale regionale Porto Selvaggio e Palude del Capitano,Parco naturale regionale Porto Selvaggio e Palude del Capitano,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,11.22,11.2216995189,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390462,390462,1,Riserva naturale in parte integrale e in parte orientata Valsolda,Riserva naturale in parte integrale e in parte orientata Valsolda,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,Ia,Not Applicable,0,0,0,3.29,3.29725307664,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390463,390463,1,Riserva naturale della Sentina,Riserva naturale della Sentina,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,1.74,1.74540232287,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390464,390464,1,Riserva naturale orientata Bosco Solivo,Riserva naturale orientata Bosco Solivo,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,3.34,3.06935568274,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390465,390465,1,Riserva naturale speciale del Sacro Monte di Oropa,Riserva naturale speciale del Sacro Monte di Oropa,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,V,Not Applicable,0,0,0,15.18,15.2034611072,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390477,390477,1,Parco naturale regionale Terra delle Gravine,Parco naturale regionale Terra delle Gravine,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,279.1,276.520091464,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390478,390478,1,Parco naturale regionale Bosco e Paludi di Rauccio,Parco naturale regionale Bosco e Paludi di Rauccio,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,15.93,16.0920129756,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390479,390479,1,Parco regionale Bacino fiume Sarno,Parco regionale Bacino fiume Sarno,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,34.36,34.4223865728,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390480,390480,1,Parco naturale del Monte Tre Denti - Freidour,Parco naturale del Monte Tre Denti - Freidour,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,8.18,8.21744591884,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390481,390481,1,Parco regionale della Vena del Gesso Romagnola,Parco regionale della Vena del Gesso Romagnola,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,20.42,20.4131749374,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390482,390482,1,Parco naturale di Conca Cialancia,Parco naturale di Conca Cialancia,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,9.73,9.74784651164,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390487,390487,1,Parco naturale Lombardo della Valle del Ticino,Parco naturale Lombardo della Valle del Ticino,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,205.52,205.125974316,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390483,390483,1,Parco naturale del Colle del Lys,Parco naturale del Colle del Lys,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,3.62,3.61837426124,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390488,390488,1,Parco naturale del Bosco delle Querce,Parco naturale del Bosco delle Querce,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,0.44,0.437051616454,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390489,390489,1,Parco naturale Spina Verde di Como,Parco naturale Spina Verde di Como,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,8.55,8.62636382379,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390490,390490,1,Parco naturale della Pineta di Appiano Gentile e Tradate,Parco naturale della Pineta di Appiano Gentile e Tradate,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,36.73,36.7550395483,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390537,390537,1,Area Verde Viscogliosi - ex Cartiera Trito,Area Verde Viscogliosi - ex Cartiera Trito,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.06,0.0651675213772,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390484,390484,1,Parco naturale Nord - Milano,Parco naturale Nord - Milano,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,0.82,0.804969774244,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390485,390485,1,Parco naturale dei Colli di Bergamo,Parco naturale dei Colli di Bergamo,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,9.83,9.84144001484,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390486,390486,1,Parco naturale dell'Adda Nord,Parco naturale dell'Adda Nord,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,19.25,19.2745740414,Not Applicable,0,Designated,2004,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390491,390491,1,Parco naturale del Monte Barro,Parco naturale del Monte Barro,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,4.1,4.10668175614,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390492,390492,1,Parco naturale del Campo dei Fiori,Parco naturale del Campo dei Fiori,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,IV,Not Applicable,0,0,0,15.36,15.3725541234,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390493,390493,1,Area marina protetta Secche della Meloria,Area marina protetta Secche della Meloria,Riserva Naturale Marina e Aree Naturali Marine Protette,Natural Marine Reserve and Natural Protected Marine Areas,National,IV,Not Applicable,2,93.72,93.8214818425,93.72,93.8214818425,Not Reported,0,Designated,2009,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390494,390494,1,Parco naturale regionale Salina di Punta della Contessa,Parco naturale regionale Salina di Punta della Contessa,Parco naturale regionale/provinciale,Regional/Provincial Nature Park,National,V,Not Applicable,0,0,0,16.97,16.7383471252,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390495,390495,1,Monumento naturale I Lagazzi,Monumento naturale I Lagazzi,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,III,Not Applicable,0,0,0,0,0.223080679894,Not Applicable,0,Designated,2005,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390496,390496,1,Area protetta di interesse provinciale Fiume Centa,Area protetta di interesse provinciale Fiume Centa,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.59,0.599790245427,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390497,390497,1,Area protetta di interesse provinciale Cadibona,Area protetta di interesse provinciale Cadibona,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,2.29,2.34202952301,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390501,390501,1,Area protetta di interesse provinciale Torrente Sansobbia,Area protetta di interesse provinciale Torrente Sansobbia,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.11,0.139066436826,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390498,390498,1,Area protetta di interesse provinciale Rocca del Falcone,Area protetta di interesse provinciale Rocca del Falcone,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,1.49,1.63491004977,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390503,390503,1,Area protetta di interesse provinciale Lago di Orsiglia,Area protetta di interesse provinciale Lago di Orsiglia,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,1.16,1.24390587595,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390499,390499,1,Area protetta di interesse provinciale Giovo Ligure,Area protetta di interesse provinciale Giovo Ligure,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,3.33,4.08880068525,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390500,390500,1,Area protetta di interesse provinciale Costiera Celle Ligure e Varazze,Area protetta di interesse provinciale Costiera Celle Ligure e Varazze,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.24,0.257761499023,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390502,390502,1,Area protetta di interesse provinciale Monte Camulera,Area protetta di interesse provinciale Monte Camulera,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,3.74,4.90563246425,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390504,390504,1,Area protetta di interesse provinciale Oasi Rocchetta Cairo,Area protetta di interesse provinciale Oasi Rocchetta Cairo,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,1.73,1.8615652389,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390505,390505,1,Area protetta di interesse provinciale Torrente Merula,Area protetta di interesse provinciale Torrente Merula,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.03,0.0266437356239,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390508,390508,1,Area protetta di interesse provinciale Arroscia - Valloni,Area protetta di interesse provinciale Arroscia - Valloni,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.7,0.698722292818,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390506,390506,1,Area protetta di interesse provinciale Collina del Dego,Area protetta di interesse provinciale Collina del Dego,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,2.16,2.26345442444,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390509,390509,1,Monumento naturale Caruga del Torrente Rabbiosa,Monumento naturale Caruga del Torrente Rabbiosa,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,III,Not Applicable,0,0,0,0,0.0285734695591,Not Applicable,0,Designated,2002,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390510,390510,1,Parco Fluviale Gesso Stura,Parco Fluviale Gesso Stura,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,3.65,3.64720945879,Not Applicable,0,Designated,2007,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390511,390511,1,Riserva naturale speciale di Fontana Gigante,Riserva naturale speciale di Fontana Gigante,Riserva naturale regionale/provinciale,Regional/Provincial Nature Reserve,National,IV,Not Applicable,0,0,0,3.1,3.10666661605,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Amministrazione Regionale/Provinciale,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390512,390512,1,Zona di salvaguardia dei Boschi e delle Rocche del Roero,Zona di salvaguardia dei Boschi e delle Rocche del Roero,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,42.34,42.1745276091,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390507,390507,1,Monumento naturale Funghi di terra di Rezzago,Monumento naturale Funghi di terra di Rezzago,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,III,Not Applicable,0,0,0,0,0.00484832511381,Not Applicable,0,Designated,2003,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
Polygon,390519,390519,1,Area naturale protetta interesse locale Dune di Forte dei Marmi,Area naturale protetta interesse locale Dune di Forte dei Marmi,Altre Aree Naturali Protette Regionali,Other Protected Natural Regional Areas,National,V,Not Applicable,0,0,0,0.09,0.0478597310975,Not Applicable,0,Designated,2008,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1839,Not Reported,ITA,ITA
